MP ID,Chemical Formula,FB Sublattice,N FBs,Sites per Unit Cell,Sites in FB Sublattice,d_NN,d_NNN,N Elements,Spacegroup,Spacegroup Number,E per Atom,Bandgap,FB Lattice Dimensionality,FB Lattice IDs,RCSR Name,Flat with decay,Flat with no decay
mp-1306735,Li2TiCr3O8,Cr,2,28,6,2.95686,5.13498,4,['C2/c'],15,-2.56853519,0.7669,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1183676,CdIn3,In,2,8,6,3.22092,3.51144,2,['P6_3/mmc'],194,0.04974514,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-867577,NaAl11O17,Al,4,58,22,2.80011,2.92829,3,['P6_3/mmc'],194,-3.35299433,4.3719,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1247231,Lu3Mg2TiS8,Lu,1,14,3,3.85679,6.57729,4,['R-3m'],166,-2.01916452,0.0,[2],['SK-1'],['kgm'],True,True
mp-1208567,Tb(GaCo)6,Co,2,13,6,2.49922,3.93295,3,['Immm'],71,-0.33014385,0.0,[2],['SK-1'],['kgm'],False,True
mp-3779,CrSiTe3,Te,2,10,6,3.77815,3.92306,3,['R-3'],148,-0.43894785,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-9343,ErAgGe,Er,1,9,3,3.89228,4.09652,3,['P-62m'],189,-0.40929218,0.0,[2],['SK-1'],['kgm'],True,True
mp-763659,Li3V2(FeO4)2,Li,1,15,3,2.97339,5.14872,4,['P-1'],2,-2.15169277,0.9148,[2],['SK-1'],['kgm'],False,True
mp-1184519,In3Cl,In,2,8,6,3.25951,3.59191,2,['P6_3/mmc'],194,-0.34827782,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1077270,GdB2Ir3,Ir,1,6,3,2.75153,3.15016,3,['P6/mmm'],191,-0.68220619,0.0,[2],['SK-1'],['kgm'],True,True
mp-1025102,CeAl3Pt2,Al,1,6,3,2.73349,4.23222,3,['P6/mmm'],191,-0.97311011,0.0,[2],['SK-1'],['kgm'],True,True
mp-1205817,PrSnIr,Pr,1,9,3,3.94526,4.21132,3,['P-62m'],189,-0.76624521,0.0,[2],['SK-1'],['kgm'],True,True
mp-1205427,BaV2Ni3(HO5)2,Ni,1,18,3,2.97138,5.15339,5,['C2/m'],12,-2.01777325,2.5876,[2],['SK-1'],['kgm'],False,True
mp-1246597,Dy3Mg2TiS8,Dy,1,14,3,3.90923,6.64381,4,['R-3m'],166,-2.00191574,0.0,[2],['SK-1'],['kgm'],True,True
mp-851247,Li4V3P8O29,V,1,88,6,4.98026,5.09272,4,['P1'],1,-2.57342014,0.7346,[2],['SK-1'],['kgm'],True,True
mp-1219073,SmFe2Co2B,Co,1,12,4,2.55278,2.91842,4,['Cmm2'],35,-0.2409602,0.0,[2],['SK-1'],['kgm'],False,True
mp-1206815,PrAlCu,Cu,1,9,3,3.70547,4.85025,3,['P-62m'],189,0.29461003,0.0,[2],['SK-1'],['kgm'],True,True
mp-1078582,UInPt,U,1,9,3,3.84243,4.18528,3,['P-62m'],189,-0.45004445,0.0,[2],['SK-1'],['kgm'],True,True
mp-1078774,PuGaRh,Pu,1,9,3,3.62926,3.93818,3,['P-62m'],189,-0.63376121,0.0,[2],['SK-1'],['kgm'],True,True
mp-21438,LaInAu,La,1,9,3,4.12225,4.31957,3,['P-62m'],189,-0.75454973,0.0,[2],['SK-1'],['kgm'],True,True
mp-1078684,ErCdGa,Er,1,9,3,3.74204,4.38986,3,['P-62m'],189,-0.49559296,0.0,[2],['SK-1'],['kgm'],True,True
mp-1201250,Cs3Zr7MnCl20,Cs,2,62,6,6.59181,7.08685,4,['R-3c'],167,-2.15950525,1.1378,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1078683,UInPd,U,1,9,3,3.88605,4.12029,3,['P-62m'],189,-0.21568635,0.0,[2],['SK-1'],['kgm'],True,True
mp-766293,Al11AgO17,Al,4,58,22,2.8012,2.90783,3,['Cmcm'],63,-3.24855606,3.0201,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-765010,Li3V3P8O29,V,1,86,6,4.94769,5.06169,4,['P1'],1,-2.52376136,1.0176,[2],['SK-1'],['kgm'],False,True
mp-654,Ce2Fe17,Fe,3,19,17,2.4034,2.46027,2,['R-3m'],166,0.01536419,0.0,[2],['SK-1'],['kgm'],True,True
mp-1079407,NiPW,W,1,9,3,3.0423,3.78623,3,['P-62m'],189,-0.35082657,0.0,[2],['SK-1'],['kgm'],True,True
mp-1105070,Dy(CrGe)6,Cr,2,13,6,2.55544,4.15399,3,['P6/mmm'],191,-0.19390251,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1080769,HfMnGe,Hf,1,9,3,3.50186,3.78307,3,['P-62m'],189,-0.53468786,0.0,[2],['SK-1'],['kgm'],True,True
mp-1106088,Cs2Cu3SnF12,Cu,1,18,3,3.60538,6.2447,4,['R-3m'],166,-2.43594131,0.0,[2],['SK-1'],['kgm'],True,True
mp-15985,Zr3(Cu2Ge)2,Zr,1,9,3,3.37569,4.02885,3,['P-62m'],189,-0.48477721,0.0,[2],['SK-1'],['kgm'],True,True
mp-1190416,Ba3Zn3Te(PO7)2,Ba,1,23,3,4.41113,5.35532,5,['P321'],150,-2.62987268,2.9184,[2],['SK-1'],['kgm'],True,True
mp-1176920,Li6V3P8O29,V,1,92,6,4.96472,5.06821,4,['P1'],1,-2.65708445,1.4697,[2],['SK-1'],['kgm'],False,True
mp-22763,CeSnPt,Ce,1,9,3,3.96886,4.17433,3,['P-62m'],189,-0.98258707,0.0,[2],['SK-1'],['kgm'],True,True
mp-1105031,As4N2Cl2O7,O,2,15,7,2.66348,3.12183,4,['P6/mmm'],191,-0.1980176,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1216379,Y2Ga3(Fe7C)2,Ga,1,21,3,4.35335,4.9119,4,['C2/m'],12,-0.13685992,0.0,[2],['SK-1'],['kgm'],False,True
mp-1174492,Li5Mn3O8,Mn,1,16,3,2.92621,5.06834,3,['R-3m'],166,-2.11831473,0.0,[2],['SK-1'],['kgm'],True,True
mp-1212079,InAg3(CN)6,Ag,1,16,3,3.90045,6.75578,4,['P-31m'],162,0.38875378,3.9157,[2],['SK-1'],['kgm'],True,True
mp-21260,FeSn,Fe,1,6,3,2.6524,4.46409,2,['P6/mmm'],191,-0.00273131,0.0,[2],['SK-1'],['kgm'],True,True
mp-1211277,La3ZrGa5O14,La,1,23,3,4.31131,5.21734,4,['P321'],150,-3.03960604,3.705,[2],['SK-1'],['kgm'],True,True
mp-778768,Li2Co3NiO8,Co,1,14,3,2.82024,4.858,4,['C2/m'],12,-1.38753366,0.0,[2],['SK-1'],['kgm'],False,True
mp-760176,Li4V3P8O29,V,1,88,6,4.9349,5.03806,4,['P1'],1,-2.5798997,0.916,[2],['SK-1'],['kgm'],False,True
mp-768413,Li2FeNi3O8,Ni,1,14,3,2.88502,4.997,4,['R-3m'],166,-1.31205763,0.0,[2],['SK-1'],['kgm'],True,True
mp-621362,NdInAu,Nd,1,9,3,4.09592,4.22161,3,['P-62m'],189,-0.72940671,0.0,[2],['SK-1'],['kgm'],True,True
mp-1220457,Nd10(SiGe)3,Si,1,16,3,4.71025,6.02629,3,['P-62m'],189,-0.63145041,0.0,[2],['SK-1'],['kgm'],True,True
mp-1220457,Nd10(SiGe)3,Ge,1,16,3,4.70874,6.03068,3,['P-62m'],189,-0.63145041,0.0,[2],['SK-1'],['kgm'],True,True
mp-769624,Li3Co3CuO8,Li,1,15,3,2.91334,5.04606,4,['R-3m'],166,-1.47942057,0.0,[2],['SK-1'],['kgm'],True,True
mp-769624,Li3Co3CuO8,Co,1,15,3,2.91334,5.04606,4,['R-3m'],166,-1.47942057,0.0,[2],['SK-1'],['kgm'],True,True
mp-1191110,La3Mn2Sb3O14,La,2,44,6,3.81737,6.38013,4,['R-3m'],166,-2.72873475,0.0073,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1191110,La3Mn2Sb3O14,Sb,2,44,6,3.81738,6.38011,4,['R-3m'],166,-2.72873475,0.0073,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1212250,LaZnNi2,Ni,4,24,12,2.64105,3.99593,3,['P6_3/mmc'],194,-0.33478654,0.0,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1025051,YbB2Rh3,Rh,1,6,3,2.78554,2.93068,3,['P6/mmm'],191,-0.70886853,0.0,[2],['SK-1'],['kgm'],True,True
mp-28706,Sr5(B5Rh7)2,Rh,2,29,14,2.82766,2.92677,3,['Fmmm'],69,-0.54397529,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1224458,Ho2Mn12GaGe11,Mn,4,26,12,2.58565,4.04578,4,['P6mm'],183,-0.31181766,0.0,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-7804,HfCo3B2,Co,1,6,3,2.41168,3.05386,3,['P6/mmm'],191,-0.58053777,0.0,[2],['SK-1'],['kgm'],True,True
mp-757998,Li2Ni3TeO8,Ni,1,14,3,2.95225,5.0559,4,['C2/m'],12,-1.44938041,0.4758,[2],['SK-1'],['kgm'],False,True
mp-622508,GdSi2Rh3,Rh,1,6,3,2.77634,3.67504,3,['P6/mmm'],191,-1.01923733,0.0,[2],['SK-1'],['kgm'],True,True
mp-22117,GdB2Rh3,Rh,1,6,3,2.73124,3.13023,3,['P6/mmm'],191,-0.69061454,0.0,[2],['SK-1'],['kgm'],True,True
mp-756407,Li3Fe3SbO8,Li,1,15,3,3.04657,5.27682,4,['R-3m'],166,-1.8793047,0.1378,[2],['SK-1'],['kgm'],True,True
mp-756407,Li3Fe3SbO8,Fe,1,15,3,3.04657,5.27682,4,['R-3m'],166,-1.8793047,0.1378,[2],['SK-1'],['kgm'],True,True
mp-20835,CeSnIr,Ce,1,9,3,3.91525,4.08444,3,['P-62m'],189,-0.85325185,0.0,[2],['SK-1'],['kgm'],True,True
mp-619486,Rb2Hg(CN)4,Rb,2,44,8,4.69484,4.80748,4,['R-3c'],167,-0.09196798,5.7405,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1019270,Ta2TiN3,N,1,6,3,2.62682,2.9345,3,['P6/mmm'],191,-1.06013289,0.0,[2],['SK-1'],['kgm'],True,True
mp-760322,Li4V3P8O29,V,1,88,6,4.9699,5.10296,4,['C2'],5,-2.57390767,0.8459,[2],['SK-1'],['kgm'],True,True
mp-1205835,TbMgGa,Tb,1,9,3,3.81932,4.41618,3,['P-62m'],189,-0.49503766,0.0,[2],['SK-1'],['kgm'],True,True
mp-756528,Li4Fe3WO8,Fe,1,16,3,3.09126,5.21335,4,['R-3m'],166,-1.98927634,1.0635,[2],['SK-1'],['kgm'],True,True
mp-1225103,Er2(B2Rh3)3,Rh,3,17,9,2.79816,2.87457,3,['P6/mmm'],191,-0.63260433,0.0,"[2, 2]","['SK-1', 'SK-29']","['kgm', 'None']",True,True
mp-11987,SmMgTl,Sm,1,9,3,3.9543,4.73853,3,['P-62m'],189,-0.34953276,0.0,[2],['SK-1'],['kgm'],True,True
mp-15541,KNa2Si12(BO10)3,B,2,96,6,5.18717,6.8436,5,['P6/mcc'],192,-3.1221426,5.1362,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1221452,NaFe6H12S4O29,Fe,2,52,6,3.6868,5.9108,5,['P2/m'],10,-1.57851067,0.0,[2],['SK-1'],['kgm'],False,True
mp-28705,CaB2Rh3,Rh,1,6,3,2.80941,2.93101,3,['P6/mmm'],191,-0.61325192,0.0,[2],['SK-1'],['kgm'],True,True
mp-1225972,Er8Mn3Mo5O28,Mo,1,44,5,3.69326,5.99024,4,['C2'],5,-2.98945129,0.666,[2],['SK-1'],['kgm'],False,True
mp-755387,Li4Cr3CoO8,Cr,2,32,6,2.94155,5.09158,4,['C2/m'],12,-2.22109376,0.5849,[2],['SK-1'],['kgm'],True,True
mp-626161,Al5HO8,Al,2,28,10,2.80072,3.07513,3,['P6_3mc'],186,-3.19776776,4.7661,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-22505,GdAl3Pd2,Al,1,6,3,2.71733,4.22183,3,['P6/mmm'],191,-0.84951445,0.0,[2],['SK-1'],['kgm'],True,True
mp-1206809,DyMgTl,Dy,1,9,3,3.89783,4.67342,3,['P-62m'],189,-0.32259949,0.0,[2],['SK-1'],['kgm'],True,True
mp-757537,Li7V3P8O29,V,2,94,6,5.05363,7.02856,4,['C2'],5,-2.61404551,0.0365,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-2948,Si2N2O,Si,7,40,16,2.71747,2.77534,3,['P-3m1'],164,-1.72701786,4.2014,"[2, 2]","['SK-1911', 'SK-1']","['None', 'kgm']",True,True
mp-29723,LaB2Ru3,Ru,1,6,3,2.80622,3.03347,3,['P6/mmm'],191,-0.41484881,0.0,[2],['SK-1'],['kgm'],True,True
mp-1228095,Ba3Mo2(NO3)2,O,2,13,6,3.04436,3.33716,4,['R-3m'],166,-2.16397661,3.1924,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-755307,TiMn3O8,Mn,2,24,6,2.86571,4.82244,3,['P6_3mc'],186,-2.18782825,1.3721,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1222882,LaMnAlNi3,Ni,1,6,3,2.60974,3.92715,4,['P-6m2'],187,-0.35588001,0.0,[2],['SK-1'],['kgm'],True,True
mp-1213915,CeZnCo2,Co,4,24,12,2.56198,3.98119,3,['P6_3/mmc'],194,-0.19704635,0.0,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1079167,HfGeRh,Hf,1,9,3,3.44102,3.9114,3,['P-62m'],189,-0.8702185,0.0,[2],['SK-1'],['kgm'],True,True
mp-756976,Li3Cr2(NiO4)2,Li,1,15,3,2.94458,5.01876,4,['C2/m'],12,-1.84968126,0.0,[2],['SK-1'],['kgm'],False,True
mp-771350,Li3FeCu3O8,Li,1,15,3,2.92561,5.0673,4,['R-3m'],166,-1.33526294,0.0,[2],['SK-1'],['kgm'],True,True
mp-771350,Li3FeCu3O8,Cu,1,15,3,2.92561,5.0673,4,['R-3m'],166,-1.33526294,0.0,[2],['SK-1'],['kgm'],True,True
mvc-9617,Ca(SnO2)2,Sn,1,14,4,3.32807,3.95061,3,['R3m'],160,-2.18394718,0.0058,[2],['SK-1'],['kgm'],True,True
mp-23772,TbAg3H6C6(N2O)3,Ag,2,50,6,3.38782,5.86788,6,['P6_3/mcm'],193,-0.47831687,2.5767,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-23772,TbAg3H6C6(N2O)3,C,4,50,12,3.83794,4.06442,6,['P6_3/mcm'],193,-0.47831687,2.5767,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-23772,TbAg3H6C6(N2O)3,O,2,50,6,3.76421,4.22718,6,['P6_3/mcm'],193,-0.47831687,2.5767,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-641919,KLi3Ca7Ti2Si12(O18F)2,Li,2,126,6,4.91255,8.38829,7,['C2/c'],15,-3.36059578,3.5221,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mvc-7627,Mg2Bi3O8,Bi,2,26,6,3.37122,5.21673,3,['P6_3mc'],186,-1.80775429,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-704116,KMn2Zn3(Si2O5)6,Zn,2,96,6,5.16327,7.18785,5,['P6cc'],184,-2.84218682,0.0001,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1217710,Tb2FeCo3,Co,1,6,3,2.56241,4.25123,3,['R-3m'],166,-0.16352209,0.0,[2],['SK-1'],['kgm'],True,True
mp-1207435,ZnCu3(ClO3)2,Cu,1,12,3,3.07752,5.24039,4,['P-3m1'],164,-0.75003815,0.0,[2],['SK-1'],['kgm'],True,True
mp-1205789,LaCuPd,La,1,9,3,3.92539,4.03038,3,['P-62m'],189,-0.53816185,0.0,[2],['SK-1'],['kgm'],True,True
mp-755927,Li2Cr3FeO8,Cr,1,14,3,2.91888,5.04948,4,['C2/m'],12,-2.04740113,0.0,[2],['SK-1'],['kgm'],False,True
mp-646102,Al3Bi5Cl12,Al,2,40,6,6.03739,6.20468,3,['R-3c'],167,-1.47246385,1.8969,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-28486,Cs2Ni3S4,Ni,2,18,6,2.94262,5.1023,3,['P6_3/mmc'],194,-0.96751046,0.9477,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1216757,Tm(AlFe)6,Fe,2,13,6,2.49704,4.08912,3,['Immm'],71,-0.39369571,0.0,[2],['SK-1'],['kgm'],True,True
mp-555477,Ag2H3IO6,H,1,12,3,3.00502,4.52291,4,['R-3'],148,-0.79887952,0.7214,[2],['SK-1'],['kgm'],True,True
mp-1200456,K3Al3OF12,Al,2,38,6,3.56664,6.13369,4,['Pmmn'],59,-3.33441635,0.0,[2],['SK-1'],['kgm'],False,True
mp-760955,Li3V3P8O29,V,2,86,6,4.97374,7.10224,4,['P1'],1,-2.5263308,1.2143,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-29742,NdSi2Rh3,Rh,1,6,3,2.79888,3.68713,3,['P6/mmm'],191,-1.00839907,0.0,[2],['SK-1'],['kgm'],True,True
mp-30028,YSi2Rh3,Rh,1,6,3,2.76541,3.68314,3,['P6/mmm'],191,-1.02120736,0.0,[2],['SK-1'],['kgm'],True,True
mp-1225354,Fe4SiO9,Fe,2,28,8,3.05129,3.12795,3,['R3'],146,-1.71860277,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1177699,Li3Mn3CrO8,Li,1,15,3,2.96954,5.14273,4,['C2/m'],12,-2.1202795,0.0,[2],['SK-1'],['kgm'],True,True
mp-1177699,Li3Mn3CrO8,Mn,1,15,3,2.96954,5.14273,4,['C2/m'],12,-2.1202795,0.0,[2],['SK-1'],['kgm'],True,True
mp-771362,Li4Fe3TeO8,Fe,1,16,3,3.11049,5.18188,4,['R-3m'],166,-1.8576885,1.1877,[2],['SK-1'],['kgm'],True,True
mp-1199458,Co2BP4H2Pb4ClO18,B,2,192,6,4.93069,8.17033,7,['R-3c'],167,-2.20348228,3.0194,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1178047,Li2Cr3WO8,Cr,2,28,6,2.99106,5.19762,4,['R-3m'],166,-2.33565074,2.4218,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-759910,Li3Mn3FeO8,Li,2,30,6,2.84689,4.96625,4,['P6_3mc'],186,-1.91349384,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-759910,Li3Mn3FeO8,Mn,2,30,6,2.85619,4.96622,4,['P6_3mc'],186,-1.91349384,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-704284,Li6Mn3P8O29,Mn,2,92,6,4.93248,7.01488,4,['P1'],1,-2.50827311,0.654,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-21045,DyAgGe,Dy,1,9,3,3.94619,4.09836,3,['P-62m'],189,-0.41653943,0.0,[2],['SK-1'],['kgm'],True,True
mp-8221,ZrAsRu,Zr,1,9,3,3.45287,3.94438,3,['P-62m'],189,-0.85565417,0.0,[2],['SK-1'],['kgm'],True,True
mp-772869,Ta7InO19,Ta,4,54,14,3.45657,3.73152,3,['P-6c2'],188,-3.18165975,2.0335,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-752523,Li2FeNi3O8,Ni,2,28,6,2.85188,4.97313,4,['C2/m'],12,-1.30846949,0.0,[2],['SK-1'],['kgm'],False,True
mp-1206331,MnPPd,Mn,1,9,3,3.37219,3.63623,3,['P-62m'],189,-0.36612748,0.0,[2],['SK-1'],['kgm'],True,True
mp-21252,GdCo3B2,Co,1,6,3,2.51025,3.01342,3,['P6/mmm'],191,-0.46630971,0.0,[2],['SK-1'],['kgm'],True,True
mp-1218525,Sr3LaTi2Mn2O12,O,3,20,12,2.72965,2.79694,5,['R-3m'],166,-3.13693816,0.0,"[2, 2]","['SK-1', 'SK-536']","['kgm', 'None']",True,True
mp-1219848,Rb(WO3)4,W,4,51,12,3.74178,3.85317,3,['Immm'],71,-2.23398615,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-603575,KFe3H6(SO7)2,Fe,1,26,3,4.47694,7.75429,5,['R-3m'],166,-0.86083964,0.4125,[2],['SK-1'],['kgm'],True,True
mp-1284679,Li2FeCo3O8,Co,2,28,6,2.86728,4.96604,4,['C2/c'],15,-1.56740476,0.7058,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mvc-9983,Mg(MoO2)2,Mo,1,14,4,3.18145,3.62082,3,['R3m'],160,-2.05666832,1.0959,[2],['SK-1'],['kgm'],True,True
mp-1018743,LaNi3Rh2,Ni,1,6,3,2.53866,4.20456,3,['P6/mmm'],191,-0.27917518,0.0,[2],['SK-1'],['kgm'],True,True
mp-1299294,SrNiO3,O,6,20,12,2.71136,2.77105,3,['R-3m'],166,-1.75679685,0.0,"[2, 2]","['SK-1', 'SK-124']","['kgm', 'None']",True,True
mp-3405,NaAl11O17,Al,4,58,22,2.81154,2.93663,3,['P6_3/mmc'],194,-3.36106604,4.6222,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1220975,Ni3W6C,C,2,80,8,3.97833,6.90156,3,['C2/m'],12,-0.03084668,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-9910,K2Pd3S4,Pd,2,18,6,3.09689,5.38239,3,['Fddd'],70,-0.93856507,1.2112,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1078841,LaMgPd,La,1,9,3,4.05186,4.1633,3,['P-62m'],189,-0.66576905,0.0,[2],['SK-1'],['kgm'],True,True
mp-542451,Rb2NaAl3F12,Al,2,36,6,3.54807,5.92778,4,['P2_1/m'],11,-3.64955593,7.1421,[2],['SK-1'],['kgm'],True,True
mp-1079696,USnRh,U,1,9,3,3.82601,4.07563,3,['P-62m'],189,-0.45779955,0.0,[2],['SK-1'],['kgm'],True,True
mp-1246565,Mg2GaMo3S8,Mo,1,14,3,3.70569,6.41882,4,['R-3m'],166,-0.93567734,0.0,[2],['SK-1'],['kgm'],True,True
mp-1246656,V3CrO8,V,1,12,3,2.91614,5.04583,3,['C2/m'],12,-2.24406728,0.946,[2],['SK-1'],['kgm'],False,True
mp-1216337,Y3Mn3Ga2Ge,Y,1,9,3,3.63301,4.14446,4,['P-6'],174,-0.36866719,0.0,[2],['SK-1'],['kgm'],True,True
mp-1223112,La3Al2Ga3SnO14,La,1,23,3,4.27739,5.18257,5,['P321'],150,-3.08029964,3.6378,[2],['SK-1'],['kgm'],True,True
mp-1222119,MgAlCu,Al,2,18,6,2.61945,4.46242,3,['R-3m'],166,-0.09922832,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1247200,Mg2MnNi3S8,Ni,1,14,3,3.5076,6.07573,4,['R-3m'],166,-0.81020956,0.0,[2],['SK-1'],['kgm'],True,True
mp-1216200,Y(MnAl)6,Mn,2,13,6,2.47135,4.10573,3,['Immm'],71,-0.24582823,0.0,[2],['SK-1'],['kgm'],False,True
mp-1078733,YbAlNi,Yb,1,9,3,3.50435,4.12099,3,['P-62m'],189,-0.43740856,0.0,[2],['SK-1'],['kgm'],True,True
mp-754780,Li2Ti3CoO8,Ti,1,14,3,2.9815,5.07384,4,['R-3m'],166,-2.9306746,1.0053,[2],['SK-1'],['kgm'],True,True
mp-1195672,Rb2U3MnO11,U,2,34,6,3.79927,4.37587,4,['R-3c'],167,-3.09682382,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1078857,DyAlCu,Dy,1,9,3,3.67238,4.05019,3,['P-62m'],189,-0.45291488,0.0,[2],['SK-1'],['kgm'],True,True
mp-754894,Li3Mn4O8,Mn,1,15,4,2.93857,3.09503,3,['R-3m'],166,-2.05080821,0.0,[2],['SK-1'],['kgm'],True,True
mp-30043,CeSi2Ru3,Ru,1,6,3,2.8149,3.60081,3,['P6/mmm'],191,-0.68587355,0.0,[2],['SK-1'],['kgm'],True,True
mp-773086,Li4Mn3SbO8,Mn,2,32,6,3.1222,5.2609,4,['R-3m'],166,-2.09388506,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-759473,Na5Ti3O8,Ti,1,16,3,3.08421,5.342,3,['R-3m'],166,-2.72288889,0.0,[2],['SK-1'],['kgm'],True,True
mp-1225037,Er2Al3Ga,Al,1,6,3,2.75007,4.76327,3,['R-3m'],166,-0.5235656,0.0,[2],['SK-1'],['kgm'],True,True
mp-1226238,Co7(SbO6)2,Co,2,42,14,3.0361,3.43759,3,['C2/m'],12,-1.50259454,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-757044,Mn3NiO8,Mn,1,12,3,2.89411,4.93408,3,['R-3m'],166,-1.48791212,0.9007,[2],['SK-1'],['kgm'],True,True
mp-16241,YbSiAg,Yb,1,9,3,3.59751,4.39447,3,['P-62m'],189,-0.33171086,0.0,[2],['SK-1'],['kgm'],True,True
mp-1223802,Hf2Al3Zn,Al,1,6,3,2.64622,4.49156,3,['R-3m'],166,-0.4329873,0.0,[2],['SK-1'],['kgm'],True,True
mp-772208,Li3Co3SbO8,Li,1,15,3,3.00027,5.20334,4,['P-1'],2,-1.72936063,0.3571,[2],['SK-1'],['kgm'],False,True
mp-772208,Li3Co3SbO8,Co,1,15,3,3.00027,5.20334,4,['P-1'],2,-1.72936063,0.3571,[2],['SK-1'],['kgm'],False,True
mp-1224849,Ga2Ag2TeSe3,Se,1,8,3,4.05554,4.32139,4,['C2'],5,-0.63372192,0.2366,[2],['SK-1'],['kgm'],False,True
mp-1206921,TiAsPd,Ti,1,9,3,3.46792,3.82517,3,['P-62m'],189,-0.71717962,0.0,[2],['SK-1'],['kgm'],True,True
mp-1193010,Gd2Mn17C3,C,1,22,3,4.30149,4.84923,3,['R-3m'],166,0.37051668,0.0,[2],['SK-1'],['kgm'],True,True
mp-1177058,Li5V3P8O29,V,1,90,6,4.99322,5.09479,4,['P1'],1,-2.62267597,0.8553,[2],['SK-1'],['kgm'],False,True
