MP ID,Chemical Formula,FB Sublattice,N FBs,Sites per Unit Cell,Sites in FB Sublattice,d_NN,d_NNN,N Elements,Spacegroup,Spacegroup Number,E per Atom,Bandgap,FB Lattice Dimensionality,FB Lattice IDs,RCSR Name,Flat with decay,Flat with no decay
mp-1299593,Li3Mn3TeO8,Li,2,30,6,2.97821,5.21012,4,['C2/c'],15,-2.01858125,0.8439,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1265479,Ba6Yb6Al13Si11N29O13,Al,3,78,13,2.97894,4.98598,6,['P1'],1,-1.7629868,0.2985,"[2, 2, 2]","['SK-1', 'SK-13', 'SK-1']","['kgm', 'None', 'kgm']",False,True
mp-1215340,ZrAlFe,Fe,1,12,4,2.41255,4.41334,3,['Amm2'],38,-0.40807592,0.0,[2],['SK-1'],['kgm'],False,True
mp-1190402,Y2Cu3,Cu,2,20,12,2.37168,3.02609,2,['Cmcm'],63,0.34641573,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1211900,K3SI,K,6,30,18,3.7646,4.64525,3,['P6_3cm'],185,-1.24266925,1.0356,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-555898,K2Cr3(ClF3)2,Cr,2,26,6,3.40304,5.60537,4,['P2_1/c'],14,-2.66047084,2.6337,[2],['SK-1'],['kgm'],False,True
mp-654759,FeBiO3,O,1,5,3,3.00873,3.81109,3,['R3'],146,-1.0857902,1.1606,[2],['SK-1'],['kgm'],True,True
mp-773018,Li2MgCr3Se3(SO8)3,Se,1,36,3,4.4004,5.33538,6,['P1'],1,-1.89204966,0.767,[2],['SK-1'],['kgm'],False,True
mp-677061,Cs3MoC6(SN2)3,Cs,1,19,3,4.5035,7.28309,5,['P-6m2'],187,0.09591505,0.0,[2],['SK-1'],['kgm'],True,True
mp-573390,Np2Si4Mo3,Mo,2,18,6,3.02981,4.52333,3,['P2_1/c'],14,-0.36711296,0.0,[2],['SK-1'],['kgm'],False,True
mp-9278,U2Si4W3,W,2,18,6,3.04681,4.50878,3,['P2_1/c'],14,-0.2851142,0.0,[2],['SK-1'],['kgm'],False,True
mp-1224916,FeSiMo,Fe,1,12,4,2.26128,4.00866,3,['Amm2'],38,-0.29971246,0.0,[2],['SK-1'],['kgm'],False,True
mp-753024,LiVF3,F,2,10,6,2.67498,3.32605,3,['P6_3/mmc'],194,-2.97471876,1.976,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1220484,NbAlCu,Cu,1,12,4,2.39558,4.29621,3,['Amm2'],38,-0.2763553,0.0,[2],['SK-1'],['kgm'],False,True
mp-767627,Mn3(OF3)2,Mn,2,22,6,3.0293,3.68017,3,['P2_1/c'],14,-2.43099352,0.0,[2],['SK-1'],['kgm'],False,True
mp-1307712,Li2V3SnO8,V,2,28,6,2.84398,5.14098,4,['Pc'],7,-2.37053711,1.2543,[2],['SK-1'],['kgm'],False,True
mp-541491,U2Ge4Mo3,Mo,2,18,6,3.1286,4.51006,3,['P2_1/c'],14,-0.24244313,0.0,[2],['SK-1'],['kgm'],False,True
mp-1313692,Li2V3SnO8,V,2,28,6,2.85534,5.15446,4,['Cc'],9,-2.37070011,1.0461,[2],['SK-1'],['kgm'],False,True
mp-1215203,ZrVCu,V,1,12,4,2.43662,4.44222,3,['Amm2'],38,-0.03741021,0.0,[2],['SK-1'],['kgm'],False,True
mp-971683,C3N4,C,3,21,9,2.22594,3.59391,2,['P3_1'],144,0.12086872,2.1936,"[2, 2, 2]","['SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm']",False,True
mp-760345,Li3TiFe3O8,Li,2,30,6,2.79327,5.1282,4,['P6_3mc'],186,-2.22521805,1.8205,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1209666,Rb2LaTa6(Br5O)3,O,2,54,6,4.41741,8.35244,5,['P-31c'],163,-1.86566328,1.1599,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-979900,TmAs3,As,2,8,6,2.70107,3.32073,2,['P6_3/mmc'],194,-0.44989783,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mvc-11115,TiO2,Ti,1,12,4,2.8193,3.47968,2,['R3m'],160,-3.32058498,2.4625,[2],['SK-1'],['kgm'],True,True
mp-561536,NaMgBO3,O,2,12,6,2.40163,3.18345,4,['C2/c'],15,-2.75389668,3.5934,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1216791,TmAlCo,Co,1,12,4,2.48626,4.47834,3,['Amm2'],38,-0.41236678,0.0,[2],['SK-1'],['kgm'],False,True
mp-1101692,NaCoBO3,O,4,24,12,2.39951,3.18403,4,['C2/c'],15,-2.11830356,1.4387,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mvc-16169,YBi3Se2ClO8,Bi,2,30,6,3.31936,4.90316,5,['Pmmn'],59,-1.62052427,0.0,[2],['SK-1'],['kgm'],False,True
mp-676562,Yb3Sm3S8,Sm,1,14,3,3.94622,4.74553,3,['C2'],5,-2.28760236,0.0,[2],['SK-1'],['kgm'],False,True
mp-1194267,Cu3TePbO8,Cu,2,26,6,2.8452,4.68148,4,['Fdd2'],43,-1.10193837,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1193627,NaCaBe2B2O6F,O,4,26,12,2.37961,3.07298,6,['Cc'],9,-3.09131476,5.046,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",False,True
mp-772159,La6Cu6O17,Cu,1,29,6,3.3708,5.26255,3,['C2/m'],12,-2.45955061,0.0,[2],['SK-1'],['kgm'],False,True
mvc-9228,ZnMo3O7,Mo,4,44,12,3.23477,3.97234,3,['Pnma'],62,-1.45050365,1.1486,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1199126,Ca3MnS2O17,Ca,2,46,6,3.97713,5.77299,4,['P-62c'],190,-1.46074431,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mvc-9167,MgCo3O7,Co,4,44,12,2.8999,3.498,3,['Pnma'],62,-1.21763378,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1214903,Al3FeSiBO9,Al,4,60,12,2.84505,5.01092,5,['Pnma'],62,-2.95647521,3.9052,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1188481,YGa3Ni2,Ga,3,18,9,2.56944,3.80384,3,['P6/mmm'],191,-0.47482552,0.0,[2],['SK-1'],['kgm'],True,True
mp-29696,K4Sb2O3,O,2,18,6,2.96824,5.52058,3,['P6_3mc'],186,-1.42983972,1.2441,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1219358,ScAlFe,Fe,1,12,4,2.40388,4.41625,3,['Amm2'],38,-0.39449585,0.0,[2],['SK-1'],['kgm'],False,True
mp-756343,Li3Cu4NiO8,Li,1,16,3,2.80156,4.97409,4,['C2/m'],12,-1.31099145,0.0,[2],['SK-1'],['kgm'],False,True
mp-1208635,SrErAl3SiN4O3,O,2,26,6,2.87413,5.06754,6,['P6_3mc'],186,-2.35231181,2.2254,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1209728,Rb2CeTa6(Br5O)3,O,2,54,6,4.37574,8.32405,5,['P-31c'],163,-1.54032324,0.2596,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1105923,Ho2Si4Mo3,Mo,2,18,6,2.9972,4.54035,3,['P2_1/c'],14,-0.64964194,0.0,[2],['SK-1'],['kgm'],False,True
mp-764043,Li3Mn3NiO8,Li,2,30,6,2.75231,4.98086,4,['Cc'],9,-1.18498223,0.3707,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1218689,Sr2V11NiO22,V,2,36,11,2.67182,3.47161,4,['Amm2'],38,-2.53759531,0.7712,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1191712,LiFe6Ge5,Fe,3,24,12,2.45077,3.67044,3,['C2/m'],12,-0.17783784,0.0,"[2, 2, 2]","['SK-24', 'SK-1', 'SK-1']","['None', 'kgm', 'kgm']",True,True
mp-1215270,ZrTiAu,Ti,1,12,4,2.5711,4.66688,3,['Amm2'],38,-0.32085177,0.0,[2],['SK-1'],['kgm'],False,True
mp-1199855,ZnSb2Cl2O3,O,4,32,12,2.63464,4.49562,4,['Pnma'],62,-1.68205036,3.7206,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-765189,Li3V3O5F3,V,2,28,6,2.88257,5.1061,4,['P1'],1,-2.71430624,1.7113,[2],['SK-1'],['kgm'],False,True
mp-1217397,TiCo2Si,Co,1,8,4,2.19962,2.7694,3,['Cm'],8,-0.27617705,0.0,[2],['SK-1'],['kgm'],False,True
mp-8261,Ba3Yb4O9,O,3,16,9,2.70969,3.28128,3,['R3'],146,-2.76683066,0.0,"[2, 2]","['SK-1', 'SK-8']","['kgm', 'hca']",True,True
mp-1204432,Cu5(Si2O7)2,Cu,4,92,20,2.78575,3.41403,3,['Pbca'],61,-1.98786936,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1106326,Er2Si4Mo3,Mo,2,18,6,2.98738,4.51825,3,['P2_1/c'],14,-0.65611205,0.0,[2],['SK-1'],['kgm'],False,True
mp-1190854,Tm2Co7B3,Co,4,24,14,2.44797,2.96022,3,['P6/mmm'],191,-0.4289796,0.0,"[2, 2, 2]","['SK-1', 'SK-1', 'LI-143']","['None', 'kgm', 'kgm']",True,True
mp-557689,CaAl2B2O7,O,4,24,14,2.3944,2.93664,4,['R-3c'],167,-3.26748993,4.8456,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1219326,Si3B3W10,Si,1,16,3,3.6759,4.41836,3,['Fmm2'],42,-0.17784743,0.0,[2],['SK-1'],['kgm'],False,True
mp-1216021,YAlFe,Fe,1,12,4,2.51623,4.58655,3,['Amm2'],38,-0.29486922,0.0,[2],['SK-1'],['kgm'],False,True
mp-778325,Li2TiV3O8,V,2,28,6,2.80718,5.05119,4,['Cc'],9,-2.70752274,1.2005,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1572351,V3(OF3)2,V,2,22,6,3.04343,3.67531,3,['Pc'],7,-2.97811232,1.4298,[2],['SK-1'],['kgm'],False,True
mp-1192209,As3Pb2BrO6,O,4,24,12,2.65671,3.28021,4,['P2_1/m'],11,-1.61943316,3.2494,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-849525,Li2Fe3O3F5,O,1,13,3,2.72765,5.11523,4,['Cm'],8,-2.34948397,1.9667,[2],['SK-1'],['kgm'],False,True
mp-1219123,SmAlFe,Fe,1,12,4,2.59463,4.66504,3,['Amm2'],38,-0.22042212,0.0,[2],['SK-1'],['kgm'],False,True
mvc-9173,ZnCo3O7,Co,4,44,12,2.92325,3.51807,3,['Pnma'],62,-0.97672089,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1226107,CoSiW,Co,1,12,4,2.27701,4.02076,3,['Amm2'],38,-0.28416753,0.0,[2],['SK-1'],['kgm'],False,True
mp-1105905,HoGa2Co3,Co,3,18,9,2.46284,3.84129,3,['P6/mmm'],191,-0.37927531,0.0,[2],['SK-1'],['kgm'],True,True
mp-1219393,ScAlCo,Co,1,12,4,2.40096,4.35323,3,['Amm2'],38,-0.48218959,0.0,[2],['SK-1'],['kgm'],False,True
mp-675124,In4SnS8,In,1,13,4,3.55066,4.49025,3,['R3m'],160,-0.7923005,0.2464,[2],['SK-1'],['kgm'],True,True
mp-1177549,Li3VFe3O8,Li,2,30,6,2.78865,5.07585,4,['Cc'],9,-2.01651335,1.3378,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1216888,U3Al3CoRh2,U,1,9,3,3.29676,4.12775,4,['P-6'],174,-0.4771539,0.0,[2],['SK-1'],['kgm'],True,True
mp-572512,Cs2LaTa6(Br5O)3,O,2,54,6,4.4471,8.37503,5,['P-31c'],163,-1.8787155,1.1946,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1184175,ErAs3,As,2,8,6,2.72258,3.31909,2,['P6_3/mmc'],194,-0.46748758,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1224430,Hf2V3Ge,V,2,12,6,2.40309,4.46752,3,['P6_3/mmc'],194,-0.27298986,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1225649,ErAlFe,Fe,1,12,4,2.51262,4.56189,3,['Amm2'],38,-0.32026325,0.0,[2],['SK-1'],['kgm'],False,True
mp-781767,Li3Fe2(CuO4)2,Li,1,15,3,2.84854,5.00716,4,['P-1'],2,-1.50817876,0.0,[2],['SK-1'],['kgm'],False,True
mp-759593,Li5Mn3O5F3,Mn,1,16,3,2.90445,5.0929,4,['P1'],1,-2.42608143,0.6642,[2],['SK-1'],['kgm'],False,True
mp-1229247,Ba10Ge3C3O26,Ge,1,42,3,5.21508,6.82666,4,['P3'],143,-2.37998664,0.0,[2],['SK-1'],['kgm'],False,True
mp-1229247,Ba10Ge3C3O26,C,1,42,3,5.11024,7.05817,4,['P3'],143,-2.37998664,0.0,[2],['SK-1'],['kgm'],False,True
mp-1208395,TbNi3Sn2,Ni,3,18,9,2.62111,4.07663,3,['P6/mmm'],191,-0.34522434,0.0,[2],['SK-1'],['kgm'],True,True
mp-1222489,Li3Ga14,Li,1,17,3,3.89061,6.11435,2,['R3m'],160,-0.13445982,0.0,[2],['SK-1'],['kgm'],True,True
mp-1264957,AlCo3Se2ClO8,Co,2,30,6,2.93668,4.72934,5,['P-1'],2,-1.47127044,1.8001,[2],['SK-1'],['kgm'],False,True
mp-26205,Li3Cr3(PO4)4,Cr,2,52,6,3.51981,5.22784,4,['C2/c'],15,-2.6331473,2.7756,[2],['SK-1'],['kgm'],False,True
mp-1177904,Li3(CoO2)4,Li,1,15,3,2.88449,4.1713,3,['C2/m'],12,-1.52294591,0.0,[2],['SK-1'],['kgm'],False,True
mp-1077866,BaZnBO3F,O,1,7,3,2.40527,3.42608,5,['P-6'],174,-2.93208708,3.672,[2],['SK-1'],['kgm'],True,True
mp-849429,Li3Co2OF5,Co,1,22,4,2.91652,4.30219,4,['F222'],22,-2.50203639,1.5985,[2],['SK-1'],['kgm'],False,True
mp-1224495,HfMnAl,Mn,1,12,4,2.31874,4.40567,3,['Amm2'],38,-0.35737477,0.0,[2],['SK-1'],['kgm'],False,True
mp-1219302,Sm2Co18Si4C3,C,1,27,3,3.83572,5.87034,4,['C2/m'],12,-0.27078226,0.0,[2],['SK-1'],['kgm'],False,True
mp-1204015,CaFe3Si2O9,Fe,4,60,12,2.96396,5.25078,4,['Pnma'],62,-2.18066176,1.5634,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-753727,Y3I7O,Y,2,22,6,3.69816,7.27878,3,['P6_3mc'],186,-2.02048331,2.5815,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1209374,Pr3(Al3Os)4,Pr,2,38,6,3.76963,5.69128,3,['P6_3/mmc'],194,-0.55820802,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-540633,RbNb(GeO3)3,Ge,2,28,6,3.21115,5.2559,4,['P-6c2'],188,-2.39532423,3.1728,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-30783,Sr9Mg38,Sr,2,94,18,4.31878,6.13967,2,['P6_3/mmc'],194,0.02718265,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-21282,Na2SO3,O,2,12,6,2.44984,3.45971,3,['P-3'],147,-2.1106226,5.0166,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-753288,Li3VF8,Li,1,12,3,2.92427,4.67186,3,['C2/m'],12,-2.94439632,1.9233,[2],['SK-1'],['kgm'],False,True
mp-1206297,Tl2S3,Tl,1,10,4,4.90523,9.1777,2,['Cmmm'],65,0.60857034,0.0,[2],['SK-1'],['kgm'],False,True
mp-1213549,Hf3Ni(OF)6,Hf,1,16,3,3.50262,5.67081,4,['P-1'],2,-2.7937818,1.6403,[2],['SK-1'],['kgm'],False,True
mp-758978,Li3(NiO2)4,Li,1,15,3,2.88575,4.04646,3,['C2/m'],12,-1.31381227,0.0,[2],['SK-1'],['kgm'],False,True
mp-1101551,Li3Mn3(PO4)4,Mn,2,52,6,3.52278,5.25315,4,['C2/c'],15,-2.51621903,0.8884,[2],['SK-1'],['kgm'],False,True
mp-669339,Cs2UTa6(Cl5O)3,O,2,54,6,4.02736,8.02544,5,['P-31c'],163,-1.76259523,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1194160,BaHf(SiO3)3,Si,2,28,6,3.03145,5.00308,4,['P-6c2'],188,-3.51988091,4.6887,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1199228,Fe3P2(HO5)2,Fe,2,34,6,2.84995,4.92498,4,['P2_1/c'],14,-2.09091738,1.7348,[2],['SK-1'],['kgm'],False,True
mp-1202791,YZn5,Y,2,36,6,3.81923,5.3963,2,['P6_3/mmc'],194,-0.28499254,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-540631,KTa(GeO3)3,Ge,2,28,6,3.20291,5.2464,4,['P-6c2'],188,-2.48235047,3.5181,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-720971,Ca12Al11Si3Cl5O32,Si,1,63,3,5.2503,8.28843,5,['P1'],1,-3.40365046,4.3306,[2],['SK-1'],['kgm'],False,True
mp-1209290,SmCO4,C,6,108,18,3.28107,4.64965,3,['P-6'],174,-2.50139763,0.173,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-695952,Cr3(PO4)4,Cr,2,46,6,3.62348,5.38593,3,['C2/c'],15,-2.34055889,0.0,[2],['SK-1'],['kgm'],False,True
mp-1210647,MgP3NO9,P,2,28,6,2.99617,4.85328,4,['P-6c2'],188,-2.0415053,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1224019,K2FeP2H3(O4F)2,H,2,36,6,3.17981,4.85779,6,['P2_1'],4,-2.34201823,2.9297,[2],['SK-1'],['kgm'],False,True
mp-1209944,Nd3(Al3Ru)4,Nd,2,38,6,3.76153,5.67445,3,['P6_3/mmc'],194,-0.64140473,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-584637,Cr(PO3)3,P,2,26,6,2.97849,4.84309,3,['Cc'],9,-2.59652005,3.5611,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1215032,Ag3Te(PO7)2,Ag,2,40,6,3.38496,5.12544,4,['P6_322'],182,-1.03995869,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1191763,KPb2C2O6F,O,4,24,12,2.25878,3.24946,5,['P6_3/mmc'],194,-2.01769554,3.0942,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-7257,K3NaP2(O3F)2,O,2,14,6,2.56516,3.6173,5,['P-3m1'],164,-2.7656287,4.5091,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1277673,Mn5O3F5,O,2,26,6,2.7705,5.34406,3,['Cm'],8,-2.47920374,0.6712,[2],['SK-1'],['kgm'],False,True
mp-759687,Li3V2(O2F)2,Li,1,44,12,2.5449,3.69404,4,['Cm'],8,-2.65625069,0.355,[2],['SK-1'],['kgm'],False,True
mp-757322,LiVPO4,V,2,42,6,3.20109,4.94138,4,['P31c'],159,-2.57809578,2.5263,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-783919,Li4MnFe3(PO4)4,Fe,2,56,6,3.9224,5.49899,5,['P-1'],2,-2.51654784,3.8643,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-14058,KMg(PO3)3,P,2,28,6,3.00647,4.8973,4,['P-6c2'],188,-2.80656009,4.9474,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-761891,Li3Ti4O8,Li,1,15,3,2.9252,4.17297,3,['C2/m'],12,-3.05720487,0.0,[2],['SK-1'],['kgm'],False,True
mp-20495,Na2CO3,O,2,12,6,2.25191,3.64524,3,['P6_3/mmc'],194,-2.0594353,3.1529,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1195540,Dy3(Al3Ru)4,Dy,2,38,6,3.70331,5.6102,3,['P6_3/mmc'],194,-0.66480612,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-26612,FePO4,Fe,2,36,6,3.26534,4.7557,3,['P31c'],159,-2.18735512,1.2423,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1216045,ZrMnGa,Mn,1,12,4,2.2605,4.39701,3,['Amm2'],38,-0.35736359,0.0,[2],['SK-1'],['kgm'],False,True
mp-758451,LiV(PO3)3,P,2,28,6,2.97291,4.35932,4,['P-6c2'],188,-2.59449176,2.5893,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1101553,Fe3(PO4)4,Fe,2,46,6,3.68759,5.52039,3,['P-1'],2,-2.10959763,0.0142,[2],['SK-1'],['kgm'],False,True
mp-757962,LiCoPO4,Li,2,42,6,3.25611,4.91632,4,['P31c'],159,-2.32761162,2.8779,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-757962,LiCoPO4,Co,2,42,6,3.32291,4.90508,4,['P31c'],159,-2.32761162,2.8779,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1224438,HfNbSi,Si,1,12,4,2.41678,4.51757,3,['Amm2'],38,-0.33102627,0.0,[2],['SK-1'],['kgm'],False,True
mp-1208914,Sm3(Al3Ru)4,Sm,2,38,6,3.72935,5.64366,3,['P6_3/mmc'],194,-0.6547741,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1237474,Li3SbF6,Li,1,10,3,2.53864,4.06667,3,['P-1'],2,-2.82101869,3.664,[2],['SK-1'],['kgm'],False,True
mp-555252,Rb2Ti(GeO3)3,Ge,6,90,18,3.2253,5.60969,4,['P-3c1'],165,-2.41725563,3.0729,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-29211,V4Cu3S8,Cu,1,15,3,2.96019,5.77667,3,['R3m'],160,-0.97883438,0.0,[2],['SK-1'],['kgm'],True,True
mp-1210785,Na3Te(AsO7)2,Na,2,40,6,3.39335,5.88216,4,['C2'],5,-1.01582369,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1181635,FeBiO3,O,1,5,3,2.23286,3.20476,3,['P4/mmm'],123,0.42859127,0.0,[2],['SK-1'],['kgm'],False,True
mp-1173532,Nd4Mg2Ti3(Si2O11)2,Ti,2,70,6,2.97295,5.25402,5,['P2_1/c'],14,-3.50802911,2.496,[2],['SK-1'],['kgm'],False,True
mp-1189228,Y2Zn3,Zn,4,20,12,2.51036,4.85102,2,['P6_3/mmc'],194,0.15952547,0.0,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",False,True
mp-1197457,RbBaSc(SiO3)3,Si,4,60,12,3.03292,5.32181,5,['P2_1/c'],14,-3.34417038,4.9748,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1199092,ZnPH5CNClO3,O,4,52,12,2.54648,3.69023,7,['P2_1/c'],14,-1.22474033,4.6384,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-17382,Rb2Si3SnO9,Si,2,30,6,3.07611,5.5271,4,['P6_3/m'],176,-2.86547799,3.8034,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1208548,Tb3(Al3Os)4,Tb,2,38,6,3.72425,5.62969,3,['P6_3/mmc'],194,-0.59229605,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-26881,LiCrPO4,Cr,2,42,6,3.29444,4.81622,4,['P31c'],159,-2.5281115,2.0073,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1208935,Sm3(Al3Os)4,Sm,2,38,6,3.76107,5.65655,3,['P6_3/mmc'],194,-0.58291608,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1200004,HoCO4,C,3,108,18,3.17091,4.54671,3,['P-6'],174,-2.52940835,0.1253,[2],['SK-1'],['kgm'],True,True
mp-759102,Li3V2(O2F)2,Li,1,44,12,2.54818,3.65614,4,['P1'],1,-2.66161863,0.9684,[2],['SK-1'],['kgm'],False,True
mp-505087,Co3P2(H2O5)2,Co,2,38,6,2.88506,4.97773,4,['P2_1/c'],14,-1.87211488,0.0,[2],['SK-1'],['kgm'],False,True
mp-225,ErZn5,Er,2,36,6,3.83144,5.37439,2,['P6_3/mmc'],194,-0.26706418,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1228421,Ba2Ni3N2,Ni,2,14,6,2.58259,3.998,3,['Aea2'],41,-0.51060408,0.0,[2],['SK-1'],['kgm'],False,True
mp-1246413,MgV3CrS8,V,1,13,3,3.06286,6.03991,4,['R3m'],160,-1.20530769,0.0,[2],['SK-1'],['kgm'],True,True
mp-1176666,LiMn2(PO4)2,Mn,2,39,6,3.2522,4.74799,4,['P1'],1,-2.46808186,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1208023,Tm3(Al3Ru)4,Tm,2,38,6,3.65958,5.61939,3,['P6_3/mmc'],194,-0.6559649,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-531343,Zn3Mo3O8,Mo,4,56,12,2.54707,5.0723,3,['R-3m'],166,-1.57903826,0.4096,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1237871,Li3BiF6,Li,1,10,3,2.454,3.85806,3,['P-1'],2,-2.87340371,4.3417,[2],['SK-1'],['kgm'],False,True
mp-557801,KBa3Ca4V7Cu3O28,Ba,2,92,6,4.83619,6.82514,6,['P6_3mc'],186,-2.61643135,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-18753,Na3Mo(OF)3,F,1,10,3,2.63722,3.82187,4,['R3'],146,-2.568235,3.9233,[2],['SK-1'],['kgm'],True,True
mp-1207814,Y3(Al3Os)4,Y,2,38,6,3.73012,5.62663,3,['P6_3/mmc'],194,-0.59555214,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1195573,Tb3(Al3Ru)4,Tb,2,38,6,3.71214,5.64143,3,['P6_3/mmc'],194,-0.66512653,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
